*******************************************************************
Job name: 
Argument: Server Batch Job
Start Time: 2016-05-30 16:53:15Z
Login to SAP Success, The following is the login information:

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [1210082659506872    ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:36', N'953506', N'0', N'24', N'manager', N'1210082659506872', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [1210092959500384    ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:36', N'953506', N'0', N'24', N'manager', N'1210092959500384', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [1210092959500384    ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:36', N'953506', N'0', N'24', N'manager', N'1210092959500384', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [1211032959516539    ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:36', N'953506', N'0', N'24', N'manager', N'1211032959516539', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [1211111159512951    ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:36', N'953506', N'0', N'24', N'manager', N'1211111159512951', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [T/T#1210040859516843]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:36', N'953506', N'0', N'24', N'manager', N'T/T#1210040859516843', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [T/T#1210040859516843]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:36', N'953506', N'0', N'24', N'manager', N'T/T#1210040859516843', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [T/T#1210040859516843]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:36', N'953506', N'0', N'24', N'manager', N'T/T#1210040859516843', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [T/T#1210040859516843]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:36', N'953506', N'0', N'24', N'manager', N'T/T#1210040859516843', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [03040BAM/SC001003   ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:36', N'953506', N'0', N'24', N'manager', N'03040BAM/SC001003', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [03040BAM/SC001004   ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:36', N'953506', N'0', N'24', N'manager', N'03040BAM/SC001004', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [03040BAM/SC001005   ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:36', N'953506', N'0', N'24', N'manager', N'03040BAM/SC001005', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [T/T ON 15/4/10      ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:36', N'953506', N'0', N'24', N'manager', N'T/T ON 15/4/10', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [03034CBM/SC011001   ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:36', N'953506', N'0', N'24', N'manager', N'03034CBM/SC011001', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [03034CBM/SC011002   ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:36', N'953506', N'0', N'24', N'manager', N'03034CBM/SC011002', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [03034CBM/SC011003   ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:36', N'953506', N'0', N'24', N'manager', N'03034CBM/SC011003', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [03034CBM/SC011004   ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:36', N'953506', N'0', N'24', N'manager', N'03034CBM/SC011004', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [03034CBM/SC011005   ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:36', N'953506', N'0', N'24', N'manager', N'03034CBM/SC011005', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [03034CBM/SC011006   ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:36', N'953506', N'0', N'24', N'manager', N'03034CBM/SC011006', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [03034CBM/SC011007   ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:36', N'953506', N'0', N'24', N'manager', N'03034CBM/SC011007', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [03034CBM/SC011008   ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:36', N'953506', N'0', N'24', N'manager', N'03034CBM/SC011008', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [03034CBM/SC011009   ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:36', N'953506', N'0', N'24', N'manager', N'03034CBM/SC011009', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [03034CBM/SC011010   ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:36', N'953506', N'0', N'24', N'manager', N'03034CBM/SC011010', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [03038CBM/SC035001   ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:36', N'953506', N'0', N'24', N'manager', N'03038CBM/SC035001', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [08026CBH/WO010001   ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:36', N'953506', N'0', N'24', N'manager', N'08026CBH/WO010001', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [08026CBH/WO010002   ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:36', N'953506', N'0', N'24', N'manager', N'08026CBH/WO010002', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [08026CBH/WO010003   ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:37', N'953506', N'0', N'24', N'manager', N'08026CBH/WO010003', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [08026CBH/WO010004   ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:37', N'953506', N'0', N'24', N'manager', N'08026CBH/WO010004', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [08026CBH/WO010005   ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:37', N'953506', N'0', N'24', N'manager', N'08026CBH/WO010005', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [08026CBH/WO010006   ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:37', N'953506', N'0', N'24', N'manager', N'08026CBH/WO010006', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [08026CBH/WO010007   ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:37', N'953506', N'0', N'24', N'manager', N'08026CBH/WO010007', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [12066CBH/WO012001   ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:37', N'953506', N'0', N'24', N'manager', N'12066CBH/WO012001', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [12066CBH/WO012002   ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:37', N'953506', N'0', N'24', N'manager', N'12066CBH/WO012002', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [12070CBH/WO010001   ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 

Detail Description: --------------------

[SQLs Server] Unable to Process query (Insert Query)
******************************************
 Insert Into [dbo].[CPSFSP] ( CreateTime, JobIndex, DocEntry, ObjType, CreateUID, ReasonCode, Status ) Values ( N'20160530 16:52:37', N'953506', N'0', N'24', N'manager', N'12070CBH/WO010001', N'P' ) 
******************************************
Error Description:
System.Runtime.InteropServices.COMException (0xFFFFF830): 1). [Microsoft][SQL Native Client][SQL Server]String or binary data would be truncated.
2). [Microsoft][SQL Native Client][SQL Server]The statement has been terminated.

   at SAPbobsCOM.IRecordset.DoQuery(String QueryStr)
   at CPS.SQL.Interface.RecordSet.Process(Status pStatus)
******************************************
----------------------------------------
Process Record: [12070CBH/WO015001   ]
Exception Detail: 

System Operation - Process Exception
System Check Point: PRS0001
System Error code: 
System Error message: 
